Folder	File	Sheet	Row	Column	Value	Annotation	header1
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	27	microscopy model	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	28	fixation of cells	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	29	proteins labelling	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	30	nucleus labelling	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	31	in vitro barrier model	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	32	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	33	passage number	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	34	cell culture medium composition	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	35	insert	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	36	number of cells/insert	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	37	volume of medium in apical compartment	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	38	volume of medium in basolateral compartment	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	39	days of differentiation	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	40	integrity control quality: mean teer values (ohms/cm²) - before starting nps exposure	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	41	associated uncertainty (sd)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	42	maximum teer value (ohms/cm²)  before starting nps exposure	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	43	associated uncertainty (sd)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	44	minimum teer value (ohms/cm²)  before starting nps exposure	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	45	associated uncertainty (sd)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	46	incubation time with nps (h)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	47	nps tested concentrations  (ex: 10 - 1 µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	48	corresponding dose/surface unit (µg/cm2)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	0	49	results	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	49	localisation of nps	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	50	total number of technical replicates	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	51	technical replicate number	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	52	number of different analysed fields/technical replicate (insert)	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	53	total number of detected fluorescent nps/technical replicate	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	54	number of intracellular nps	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	1	55	number of extracellular nps (surface located)	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NP intracell pen(confocal micro	0	56	sop	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	27	tem or sem?	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	28	microscopy model	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	29	resolution  [nm]	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	30	accelaration voltage	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	31	use of edx (yes/no)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	32	edx model	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	33	in vitro barrier model	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	34	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	35	passage number	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	36	cell culture medium composition	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	37	insert	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	38	number of cells/insert	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	39	volume of medium in apical compartment	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	40	volume of medium in basolateral compartment	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	41	days of differentiation	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	42	integrity control quality: mean teer values  before starting nps exposure [ohms/cm²]	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	43	associated uncertainty (sd)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	44	maximum teer value (ohms/cm²)  before starting nps exposure	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	45	associated uncertainty (sd)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	46	minimum teer value   before starting nps exposure [ohms/cm²]	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	47	associated uncertainty (sd)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	48	incubation time with nps [h]	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	49	nps tested concentrations  (ex: 10 - 1 µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	50	corresponding dose/surface unit [µg/cm2]	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	51	"pretreatment of basolateral medium before observation/analysis (ex: evaportation of medium, treatment with proteinase k, acidic digestion, etc)"	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	0	52	results	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	52	observation of nps-like structures in basolateral medium of intestinal epithelium  (yes/no)	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	53	mean size of detected nps-like structures	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	54	associated uncertainty (sd)	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	55	number of replicates containing intracellular nps-like structures	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	56	observed replicates	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	57	confirmation of presence of nps in intestinal epithelium basolateral side  by edx  (yes/no)	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	1	58	observation of nps in basolateral medium of cell free insert  (yes/no)	results	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	NPs crossing TEM-SEM	0	59	sop	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	27	in vitro barrier model	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	28	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	29	cell culture medium composition	method and instrument information	cell
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	30	insert	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	31	number of cells/insert	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	32	volume of incubation medium/insert (ml)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	33	volume of medium/well (ml)	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	34	number of inserts with cells	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	35	number of teer measurements/insert	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	36	"days of differentiation (e.g. 14 days, 28 days,…)"	method and instrument information	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	0	37	results	header0	
JRCTEMPLATES	INVITRO_BARRIERCROSSING.xlsx	TEER	1	37	raw teer values  (ohms)	results	
